name,smiles,p_crbn_glue,ppil4_affinity_kcal_mol,p_ppil4_bind,mgd_composite_score,error
cand_400,NC(=O)c1cc2c(cc1S(N)(=O)=O)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.95,-6.325,0.4563613127629212,0.4335432471247751,
cand_401,CCc1cc2c(cc1NC)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.93,-5.818,0.3358150695976666,0.31230801472583,
cand_402,N#Cc1cc(F)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.94,-6.386,0.471530825439878,0.4432389759134853,
cand_403,COc1cc2c(cc1C(N)=O)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.94,-6.218,0.42996351776994457,0.40416570670374785,
cand_404,Nc1ccc(Br)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.915,-5.83,0.3384968407970476,0.3097246093292986,
cand_405,NS(=O)(=O)c1ccc(I)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.925,-6.138,0.41047550870181543,0.3796898455491793,
cand_406,CNc1c(C#N)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.965,-6.144,0.4119281968435018,0.3975107099539792,
cand_407,CCc1ccc2c(c1C(N)=O)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.885,-6.142,0.4114437956141709,0.3641277591185412,
cand_408,Nc1c(C(F)(F)F)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.905,-6.118,0.4056446120927018,0.36710837394389517,
cand_409,Nc1ccc(C(F)(F)F)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.885,-6.194,0.42409139255332623,0.3753208824096937,
cand_410,CCc1ccc(NC)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.915,-6.134,0.4095079150234363,0.37469974224644426,
cand_411,O=C1CCC(N2C(=O)c3ccc(C(=O)O)c(C(F)(F)F)c3C2=O)C(=O)N1,0.93,-6.243,0.43610131712202727,0.4055742249234854,
cand_412,CN(C)c1ccc2c(c1N)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.94,-5.789,0.3293779144108152,0.30961523954616627,
cand_413,CN(C)c1cc2c(cc1F)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.955,-5.914,0.35755316543642,0.3414632729917811,
cand_414,CCc1ccc2c(c1[N+](=O)[O-])C(=O)N(C1CCC(=O)NC1=O)C2=O,0.865,-5.921,0.3591627260970605,0.31067575807395736,
cand_415,N#Cc1ccc2c(c1N)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.89,-6.632,0.532952167341895,0.47432742893428653,
cand_416,Nc1ccc(O)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.945,-5.971,0.37075015234067016,0.35035889396193326,
cand_417,CNc1ccc(C)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.905,-6.025,0.3834334954786808,0.3470073134082061,
cand_418,COc1cc(N(C)C)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.96,-5.726,0.31561446181158487,0.30298988333912147,
cand_419,Cc1ccc(N(C)C)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.915,-5.818,0.3358150695976666,0.30727078868186497,
cand_420,NC(=O)c1cc2c(cc1O)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.965,-6.276,0.4442329857073724,0.42868483120761436,
cand_421,O=C1CCC(N2C(=O)c3cc([N+](=O)[O-])cc([N+](=O)[O-])c3C2=O)C(=O)N1,0.91,-6.173,0.41897074790709904,0.38126338059546017,
cand_422,N#Cc1ccc(C(N)=O)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.935,-6.522,0.5054997781774029,0.4726422925958717,
cand_423,COc1cc(C(=O)O)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.935,-6.081,0.3967560660975218,0.3709669218011829,
cand_424,NC(=O)c1ccc(C(N)=O)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.92,-6.111,0.4039580535052951,0.37164140922487154,
cand_425,Nc1c(F)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.97,-5.727,0.3158305036018702,0.3063555884938141,
cand_426,CNc1c(Br)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.93,-5.943,0.3642418855788845,0.3387449535883626,
cand_427,CN(C)c1c(C(=O)O)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.96,-5.748,0.3203856670948647,0.3075702404110701,
cand_428,CCc1cc(N)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.92,-6.083,0.39723484618043153,0.36545605848599705,
cand_429,CCc1ccc2c(c1CC)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.915,-6.016,0.38130802939870706,0.348896846899817,
cand_430,O=C1CCC(N2C(=O)c3ccc(O)c(C(F)(F)F)c3C2=O)C(=O)N1,0.95,-6.115,0.40492152613386606,0.3846754498271727,
cand_431,NS(=O)(=O)c1ccc2c(c1[N+](=O)[O-])C(=O)N(C1CCC(=O)NC1=O)C2=O,0.915,-6.206,0.4270248840783781,0.39072776893171596,
cand_432,O=C1CCC(N2C(=O)c3ccc(C(=O)O)c(Cl)c3C2=O)C(=O)N1,0.94,-6.212,0.4284935705324441,0.4027839563004974,
cand_433,N#Cc1ccc(S(N)(=O)=O)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.94,-6.351,0.4628187629475805,0.43504963717072564,
cand_434,NC(=O)c1cc2c(c([N+](=O)[O-])c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.855,-6.307,0.4518992162299354,0.38637382987659474,
cand_435,O=C1CCC(N2C(=O)c3cc(Br)c(I)cc3C2=O)C(=O)N1,0.945,-5.714,0.31302819161693013,0.29581164107799895,
cand_436,O=C1CCC(N2C(=O)c3cc(C(=O)O)cc(Cl)c3C2=O)C(=O)N1,0.935,-6.232,0.4333981578487262,0.40522727758855903,
cand_437,O=C1CCC(N2C(=O)c3cc(I)cc(O)c3C2=O)C(=O)N1,0.97,-5.955,0.36702522331953935,0.3560144666199532,
cand_438,Cc1ccc2c(c1Cl)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.905,-6.225,0.43168001652175186,0.39067041495218546,
cand_439,Nc1cc(Cl)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.955,-5.851,0.34321492040983254,0.32777024899139007,
cand_440,O=C1CCC(N2C(=O)c3cc(Cl)c(Br)cc3C2=O)C(=O)N1,0.945,-5.909,0.35640544077961955,0.33680314153674046,
cand_441,Cc1cc2c(cc1Cl)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.955,-6.101,0.4015526243263749,0.383482756231688,
cand_442,NC(=O)c1cc2c(cc1C(N)=O)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.935,-6.288,0.4471976145553064,0.4181297696092115,
cand_443,NC(=O)c1cc2c(cc1Cl)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.935,-6.139,0.4107175157126606,0.38402087719133765,
cand_444,O=C1CCC(N2C(=O)c3ccc([N+](=O)[O-])c(F)c3C2=O)C(=O)N1,0.915,-6.483,0.4957501023512086,0.45361134365135586,
cand_445,O=C1CCC(N2C(=O)c3cc(O)c(C(=O)O)cc3C2=O)C(=O)N1,0.975,-6.469,0.49225062058619506,0.47994435507154015,
cand_446,O=C1CCC(N2C(=O)c3ccc(Cl)c([N+](=O)[O-])c3C2=O)C(=O)N1,0.91,-6.008,0.37942253207290905,0.34527450418634725,
cand_447,O=C1CCC(N2C(=O)c3cc(I)cc(C(F)(F)F)c3C2=O)C(=O)N1,0.97,-6.017,0.3815439695993676,0.37009765051138654,
cand_448,CNc1c([N+](=O)[O-])ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.905,-5.75,0.320821300824607,0.29034327724626935,
cand_449,Cc1ccc2c(c1[N+](=O)[O-])C(=O)N(C1CCC(=O)NC1=O)C2=O,0.915,-6.167,0.41751085648839775,0.38202243368688393,
cand_450,Nc1c(O)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.96,-6.177,0.41994479935622675,0.4031470073819777,
cand_451,NS(=O)(=O)c1ccc2c(c1Cl)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.95,-6.369,0.4672967549945593,0.44393191724483133,
cand_452,Nc1c(Br)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.925,-5.851,0.34321492040983254,0.3174738013790951,
cand_453,CCc1cc(C(N)=O)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.895,-6.055,0.39055021637167475,0.3495424436526489,
cand_454,CCc1ccc2c(c1O)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.905,-5.864,0.34615130371468894,0.3132669298617935,
cand_455,Cc1cc2c(cc1S(N)(=O)=O)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.94,-6.439,0.4847547270119201,0.45566944339120485,
cand_456,N#Cc1cc(F)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.945,-6.202,0.426046472451909,0.402613916467054,
cand_457,NC(=O)c1cc(N)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.95,-6.227,0.4321707481714463,0.41056221076287397,
cand_458,NC(=O)c1cc(O)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.945,-6.403,0.47576899614755824,0.4496017013594425,
cand_459,CNc1cc(Br)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.93,-5.979,0.3726184299883845,0.3465351398891976,
cand_460,CCc1cc(Br)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.91,-5.977,0.37215100135653734,0.338657411234449,
cand_461,CNc1ccc2c(c1F)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.96,-6.128,0.40805783960041075,0.39173552601639433,
cand_462,COc1ccc2c(c1Cl)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.97,-6.142,0.4114437956141709,0.39910048174574575,
cand_463,COc1c(N)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.925,-5.831,0.33872079367705,0.31331673415127126,
cand_464,COc1cc2c(cc1F)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.96,-6.288,0.4471976145553064,0.4293097099730941,
cand_465,COc1cc(O)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.965,-6.291,0.44793936722219674,0.4322614893694198,
cand_466,Cc1ccc2c(c1O)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.965,-6.032,0.3850897258928416,0.3716115854865921,
cand_467,COc1cc2c(cc1OC)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.965,-6.496,0.4990000013333313,0.48153500128666465,
cand_468,Cc1ccc(I)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.915,-5.96,0.3681875822638983,0.33689163777146697,
cand_469,Nc1ccc(C(=O)O)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.92,-6.235,0.4341349971045184,0.39940419733615695,
cand_470,COc1c(O)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.935,-5.658,0.3011137281516179,0.2815413358217628,
cand_471,NC(=O)c1cc([N+](=O)[O-])cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.9,-6.624,0.5309603396473088,0.47786430568257793,
