name,smiles,p_crbn_glue,ppil4_affinity_kcal_mol,p_ppil4_bind,mgd_composite_score,error
cand_431,NS(=O)(=O)c1ccc2c(c1[N+](=O)[O-])C(=O)N(C1CCC(=O)NC1=O)C2=O,0.915,-6.205,0.42678022732016513,0.3905039079979511,
cand_432,O=C1CCC(N2C(=O)c3ccc(C(=O)O)c(Cl)c3C2=O)C(=O)N1,0.94,-6.231,0.4331526100285035,0.4071634534267933,
cand_433,N#Cc1ccc(S(N)(=O)=O)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.94,-6.358,0.4645595317963001,0.4366859598885221,
cand_434,NC(=O)c1cc2c(c([N+](=O)[O-])c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.855,-6.319,0.45487313289089665,0.3889165286217166,
cand_435,O=C1CCC(N2C(=O)c3cc(Br)c(I)cc3C2=O)C(=O)N1,0.945,-5.736,0.3177784535993239,0.30030063865136103,
cand_436,O=C1CCC(N2C(=O)c3cc(C(=O)O)cc(Cl)c3C2=O)C(=O)N1,0.935,-6.24,0.4353637081969709,0.4070650671641678,
cand_437,O=C1CCC(N2C(=O)c3cc(I)cc(O)c3C2=O)C(=O)N1,0.97,-5.965,0.36935147434892557,0.3582709301184578,
cand_438,Cc1ccc2c(c1Cl)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.905,-6.203,0.42629102139255,0.38579337436025773,
cand_439,Nc1cc(Cl)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.955,-5.898,0.35388625870237533,0.33796137706076845,
cand_440,O=C1CCC(N2C(=O)c3cc(Cl)c(Br)cc3C2=O)C(=O)N1,0.945,-5.892,0.3525155598344842,0.33312720404358753,
cand_441,Cc1cc2c(cc1Cl)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.955,-6.092,0.3993917804487254,0.38141915032853274,
cand_442,NC(=O)c1cc2c(cc1C(N)=O)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.935,-6.269,0.44250543686239424,0.41374258346633863,
cand_443,NC(=O)c1cc2c(cc1Cl)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.935,-6.139,0.4107175157126606,0.38402087719133765,
cand_444,O=C1CCC(N2C(=O)c3ccc([N+](=O)[O-])c(F)c3C2=O)C(=O)N1,0.915,-6.474,0.49350036614191556,0.45155283501985277,
cand_445,O=C1CCC(N2C(=O)c3cc(O)c(C(=O)O)cc3C2=O)C(=O)N1,0.975,-6.463,0.4907510551263868,0.4784822787482271,
cand_446,O=C1CCC(N2C(=O)c3ccc(Cl)c([N+](=O)[O-])c3C2=O)C(=O)N1,0.91,-6.062,0.39221763226527295,0.3569180453613984,
cand_447,O=C1CCC(N2C(=O)c3cc(I)cc(C(F)(F)F)c3C2=O)C(=O)N1,0.97,-5.994,0.37613168601042085,0.36484773543010823,
cand_448,CNc1c([N+](=O)[O-])ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.905,-5.761,0.3232228549210944,0.29251668370359046,
cand_449,Cc1ccc2c(c1[N+](=O)[O-])C(=O)N(C1CCC(=O)NC1=O)C2=O,0.915,-6.147,0.41265511843466296,0.3775794333677166,
cand_450,Nc1c(O)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.96,-6.184,0.4216508866117617,0.40478485114729124,
cand_451,NS(=O)(=O)c1ccc2c(c1Cl)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.95,-6.37,0.4675456936126812,0.4441684089320471,
cand_452,Nc1c(Br)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.925,-5.974,0.3714503067307394,0.343591533725934,
cand_453,CCc1cc(C(N)=O)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.895,-6.049,0.38912303341323495,0.3482651149048453,
cand_454,CCc1ccc2c(c1O)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.905,-5.843,0.34141384156335525,0.3089795266148365,
cand_455,Cc1cc2c(cc1S(N)(=O)=O)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.94,-6.427,0.4817581002042618,0.45285261419200606,
cand_456,N#Cc1cc(F)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.945,-6.213,0.42873847485481387,0.4051578587377991,
cand_457,NC(=O)c1cc(N)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.95,-6.183,0.42140704432047793,0.400336692104454,
cand_458,NC(=O)c1cc(O)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.945,-6.404,0.4760184150288955,0.4498374022023062,
cand_459,CNc1cc(Br)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.93,-5.981,0.3730860968480159,0.3469700700686548,
cand_460,CCc1cc(Br)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.91,-5.965,0.36935147434892557,0.3361098416575223,
cand_461,CNc1ccc2c(c1F)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.96,-6.087,0.3981929960532166,0.38226527621108797,
cand_462,COc1ccc2c(c1Cl)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.97,-6.163,0.41653839648976954,0.4040422445950764,
cand_463,COc1c(N)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.925,-5.826,0.33760175331005493,0.3122816218118008,
cand_464,COc1cc2c(cc1F)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.96,-6.296,0.4491761350327461,0.4312090896314363,
cand_465,COc1cc(O)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.965,-6.295,0.448928730692658,0.43321622511841495,
cand_466,Cc1ccc2c(c1O)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.965,-6.033,0.3853265487153865,0.37184011951034796,
cand_467,COc1cc2c(cc1OC)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.965,-6.495,0.49875000260416025,0.48129375251301465,
cand_468,Cc1ccc(I)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.915,-5.958,0.36772245406522486,0.33646604546968073,
cand_469,Nc1ccc(C(=O)O)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.92,-6.265,0.44151888756183855,0.4061973765568915,
cand_470,COc1c(O)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.935,-5.666,0.3027999561061046,0.2831179589592078,
cand_471,NC(=O)c1cc([N+](=O)[O-])cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.9,-6.61,0.5274723043445938,0.4747250739101344,
cand_472,COc1ccc(C(=O)O)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.945,-6.205,0.42678022732016513,0.40330731481755605,
cand_473,CNc1c(C(=O)O)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.955,-5.99,0.37519352553157076,0.35830981688265007,
cand_474,NS(=O)(=O)c1cc2c(cc1Br)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.925,-6.431,0.48275684068067043,0.4465500776296202,
cand_475,Cc1c(Cl)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.955,-6.079,0.39627748369828353,0.37844499693186073,
cand_476,CNc1ccc(I)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.935,-5.786,0.3287155896175438,0.3073490762924035,
cand_477,CCc1cc(O)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.96,-6.223,0.4311894189608038,0.4139418422023716,
cand_478,N#Cc1cc(C(F)(F)F)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.955,-6.341,0.4603335321412476,0.4396185231948915,
cand_479,N#Cc1ccc(C(F)(F)F)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.91,-6.411,0.47776467523002647,0.4347658544593241,
cand_480,CCc1ccc(S(N)(=O)=O)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.895,-6.08,0.3965167501352737,0.35488249137107,
cand_481,CCc1ccc(C(=O)O)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.91,-6.175,0.41945769517934034,0.3817065026131997,
cand_482,NS(=O)(=O)c1ccc2c(c1F)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.945,-6.527,0.5067495899673914,0.47887836251918486,
cand_483,N#Cc1c(Cl)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.925,-6.329,0.4573538673545377,0.4230523273029474,
cand_484,O=C1CCC(N2C(=O)c3cc(I)cc(C(=O)O)c3C2=O)C(=O)N1,0.96,-6.001,0.37777570127268073,0.3626646732217735,
cand_485,N#Cc1cc(N)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.965,-6.064,0.39269450082477253,0.37895019329590546,
cand_486,Nc1cc2c(cc1C(F)(F)F)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.925,-6.037,0.38627438221524524,0.35730380354910185,
cand_487,CNc1ccc([N+](=O)[O-])c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.875,-5.749,0.32060344488414383,0.28052801427362584,
cand_488,O=C1CCC(N2C(=O)c3cc(C(=O)O)cc(C(F)(F)F)c3C2=O)C(=O)N1,0.95,-6.152,0.4138674997437005,0.3931741247565155,
cand_489,NS(=O)(=O)c1cc2c(cc1O)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.96,-6.486,0.49650005716554624,0.47664005487892436,
cand_490,O=C1CCC(N2C(=O)c3ccc(O)c(C(=O)O)c3C2=O)C(=O)N1,0.94,-6.213,0.42873847485481387,0.403014166363525,
cand_491,O=C1CCC(N2C(=O)c3c(F)ccc(F)c3C2=O)C(=O)N1,0.965,-5.963,0.3688857342751898,0.35597473357555814,
cand_492,O=C1CCC(N2C(=O)c3ccc(C(F)(F)F)c(I)c3C2=O)C(=O)N1,0.915,-5.996,0.3766011154303848,0.3445900206188021,
cand_493,O=C1CCC(N2C(=O)c3cc(O)cc(Cl)c3C2=O)C(=O)N1,0.955,-6.091,0.39915192661382193,0.3811900899161999,
cand_494,Cc1cc(O)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.965,-5.973,0.37121686178310914,0.3582242716207003,
cand_495,CN(C)c1ccc2c(c1I)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.965,-5.961,0.36842023839800847,0.35552553005407816,
cand_496,CNc1ccc(F)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.95,-6.193,0.4238471732287111,0.40265481456727553,
cand_497,O=C1CCC(N2C(=O)c3ccc(C(F)(F)F)c(F)c3C2=O)C(=O)N1,0.895,-6.061,0.3919792750146393,0.3508214511381022,
cand_498,Cc1cc(C)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.92,-5.998,0.37707077661573785,0.3469051144864788,
cand_499,CNc1ccc(N(C)C)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.94,-5.649,0.2992231267872398,0.28126973918000536,
